draft_region	draft_year	draft_month	birth_year	count_exact	count_addition_birthplace_derived	count_addition_nobirthplace_derived
Карело-Финская ССР	1943	07	1912	4	0	0
Карело-Финская ССР	1943	07	1913	12	0	0
Карело-Финская ССР	1943	07	1914	6	0	0
Карело-Финская ССР	1943	07	1915	7	0	0
Карело-Финская ССР	1943	07	1916	2	0	0
Карело-Финская ССР	1943	07	1917	1	0	0
Карело-Финская ССР	1943	07	1918	6	0	0
Карело-Финская ССР	1943	07	1919	9	0	0
Карело-Финская ССР	1943	07	1920	17	0	0
Карело-Финская ССР	1943	07	1921	11	0	0
Карело-Финская ССР	1943	07	1922	11	0	0
Карело-Финская ССР	1943	07	1923	5	0	0
Карело-Финская ССР	1943	07	1924	10	0	0
Карело-Финская ССР	1943	07	1925	13	1	1
Карело-Финская ССР	1943	07	1908	3	0	0
Карело-Финская ССР	1943	07	1926	1	0	0
Карело-Финская ССР	1943	08		43	1	2
Карело-Финская ССР	1943	08	1900	3	0	0
Карело-Финская ССР	1943	08	1901	3	0	0
Карело-Финская ССР	1943	08	1902	3	0	0
Карело-Финская ССР	1943	08	1903	3	0	0
Карело-Финская ССР	1943	08	1904	2	0	0
Карело-Финская ССР	1943	08	1906	7	1	0
Карело-Финская ССР	1943	08	1907	8	0	0
Карело-Финская ССР	1943	08	1908	6	0	0
Карело-Финская ССР	1943	08	1909	4	0	0
Карело-Финская ССР	1943	08	1910	4	0	0
Карело-Финская ССР	1943	08	1911	5	0	0
Карело-Финская ССР	1943	08	1912	7	0	0
Карело-Финская ССР	1943	08	1913	2	0	0
Карело-Финская ССР	1943	08	1914	8	0	0
Карело-Финская ССР	1943	08	1915	5	0	0
Карело-Финская ССР	1943	08	1917	4	0	0
Карело-Финская ССР	1943	08	1918	3	0	0
Карело-Финская ССР	1943	08	1919	2	0	0
Карело-Финская ССР	1943	08	1920	8	0	0
Карело-Финская ССР	1943	08	1921	3	0	0
Карело-Финская ССР	1943	08	1923	2	0	1
Карело-Финская ССР	1943	08	1924	3	0	1
Карело-Финская ССР	1943	08	1925	18	3	1
Карело-Финская ССР	1943	08	1926	2	0	1
Карело-Финская ССР	1943	08	1922	2	0	0
Карело-Финская ССР	1943	08	1916	1	0	0
Карело-Финская ССР	1943	09		16	2	4
Карело-Финская ССР	1943	09	1900	5	0	0
Карело-Финская ССР	1943	09	1901	4	0	0
Карело-Финская ССР	1943	09	1904	6	0	0
Карело-Финская ССР	1943	09	1907	1	0	1
Карело-Финская ССР	1943	09	1909	5	0	1
Карело-Финская ССР	1943	09	1910	1	0	1
Карело-Финская ССР	1943	09	1911	4	0	1
Карело-Финская ССР	1943	09	1912	3	1	1
Карело-Финская ССР	1943	09	1913	5	0	1
Карело-Финская ССР	1943	09	1914	2	0	1
Карело-Финская ССР	1943	09	1915	1	0	0
Карело-Финская ССР	1943	09	1917	2	0	0
Карело-Финская ССР	1943	09	1918	1	0	0
Карело-Финская ССР	1943	09	1919	4	0	0
Карело-Финская ССР	1943	09	1921	2	0	0
Карело-Финская ССР	1943	09	1924	2	1	1
Карело-Финская ССР	1943	09	1925	5	1	2
Карело-Финская ССР	1943	09	1902	2	0	0
Карело-Финская ССР	1943	09	1906	1	0	1
Карело-Финская ССР	1943	09	1916	2	0	0
Карело-Финская ССР	1943	09	1926	3	1	2
Карело-Финская ССР	1943	09	1922	1	0	1
Карело-Финская ССР	1943	09	1923	2	0	1
Карело-Финская ССР	1943	10		40	2	4
Карело-Финская ССР	1943	10	1901	7	0	0
Карело-Финская ССР	1943	10	1902	11	0	0
Карело-Финская ССР	1943	10	1903	4	0	0
Карело-Финская ССР	1943	10	1904	3	0	0
Карело-Финская ССР	1943	10	1905	7	0	0
Карело-Финская ССР	1943	10	1906	10	0	0
Карело-Финская ССР	1943	10	1907	9	0	0
Карело-Финская ССР	1943	10	1908	8	0	1
Карело-Финская ССР	1943	10	1909	13	0	0
Карело-Финская ССР	1943	10	1910	7	0	1
Карело-Финская ССР	1943	10	1911	11	0	0
Карело-Финская ССР	1943	10	1912	7	0	0
Карело-Финская ССР	1943	10	1913	6	0	0
Карело-Финская ССР	1943	10	1914	8	1	0
Карело-Финская ССР	1943	10	1915	8	1	0
Карело-Финская ССР	1943	10	1916	3	0	0
Карело-Финская ССР	1943	10	1918	3	0	0
Карело-Финская ССР	1943	10	1919	3	0	0
Карело-Финская ССР	1943	10	1920	2	0	0
Карело-Финская ССР	1943	10	1922	3	0	0
Карело-Финская ССР	1943	10	1924	3	1	1
Карело-Финская ССР	1943	10	1925	6	1	1
Карело-Финская ССР	1943	10	1926	52	1	3
Карело-Финская ССР	1943	10	1921	1	1	0
Карело-Финская ССР	1943	10	1923	2	1	1
Карело-Финская ССР	1943	11		32	1	2
Карело-Финская ССР	1943	11	1901	3	0	0
Карело-Финская ССР	1943	11	1902	2	0	0
Карело-Финская ССР	1943	11	1903	2	0	0
Карело-Финская ССР	1943	11	1904	2	0	0
Карело-Финская ССР	1943	11	1905	3	0	0
Карело-Финская ССР	1943	11	1906	2	0	0
Карело-Финская ССР	1943	11	1907	1	0	0
Карело-Финская ССР	1943	11	1908	2	1	0
Карело-Финская ССР	1943	11	1909	1	0	0
Карело-Финская ССР	1943	11	1910	3	0	0
Карело-Финская ССР	1943	11	1911	2	0	0
Карело-Финская ССР	1943	11	1912	6	0	0
Карело-Финская ССР	1943	11	1913	7	0	0
Карело-Финская ССР	1943	11	1915	5	0	0
Карело-Финская ССР	1943	11	1918	2	0	0
Карело-Финская ССР	1943	11	1919	5	0	0
Карело-Финская ССР	1943	11	1920	2	0	0
Карело-Финская ССР	1943	11	1922	7	0	0
Карело-Финская ССР	1943	11	1923	4	0	0
Карело-Финская ССР	1943	11	1924	2	1	0
Карело-Финская ССР	1943	11	1925	10	1	1
Карело-Финская ССР	1943	11	1926	316	7	12
Карело-Финская ССР	1943	11	1914	2	0	0
Карело-Финская ССР	1943	11	1921	1	0	0
Карело-Финская ССР	1943	12		20	1	1
Карело-Финская ССР	1943	12	1902	3	0	0
Карело-Финская ССР	1943	12	1905	3	0	0
Карело-Финская ССР	1943	12	1907	4	0	0
Карело-Финская ССР	1943	12	1909	5	0	0
Карело-Финская ССР	1943	12	1910	2	0	0
Карело-Финская ССР	1943	12	1912	2	0	0
Карело-Финская ССР	1943	12	1913	1	0	0
Карело-Финская ССР	1943	12	1914	2	0	0
Карело-Финская ССР	1943	12	1915	2	0	0
Карело-Финская ССР	1943	12	1916	2	1	0
Карело-Финская ССР	1943	12	1917	1	0	0
Карело-Финская ССР	1943	12	1918	2	0	0
Карело-Финская ССР	1943	12	1922	2	0	0
Карело-Финская ССР	1943	12	1924	4	1	0
Карело-Финская ССР	1943	12	1925	11	2	1
Карело-Финская ССР	1943	12	1926	246	4	1
Карело-Финская ССР	1943	12	1920	1	0	0
Карело-Финская ССР	1943	12	1901	1	0	0
Карело-Финская ССР	1943	12	1903	1	1	0
Карело-Финская ССР	1943	12	1911	1	0	0
Карело-Финская ССР	1943		1900	4	1	2
Карело-Финская ССР	1943		1901	8	1	2
Карело-Финская ССР	1943		1903	7	1	3
Карело-Финская ССР	1943		1904	4	1	3
Карело-Финская ССР	1943		1906	3	1	3
Карело-Финская ССР	1943		1907	8	3	3
Карело-Финская ССР	1943		1908	6	1	3
Карело-Финская ССР	1943		1909	5	1	3
Карело-Финская ССР	1943		1910	5	1	3
Карело-Финская ССР	1943		1913	17	2	3
Карело-Финская ССР	1943		1914	9	2	3
Карело-Финская ССР	1943		1915	9	1	2
Карело-Финская ССР	1943		1916	10	1	2
Карело-Финская ССР	1943		1918	10	1	2
Карело-Финская ССР	1943		1919	5	1	2
Карело-Финская ССР	1943		1921	5	3	2
Карело-Финская ССР	1943		1922	11	3	3
Карело-Финская ССР	1943		1923	5	3	6
Карело-Финская ССР	1943		1924	10	5	14
Карело-Финская ССР	1943		1925	56	19	34
Карело-Финская ССР	1943		1926	249	12	26
Карело-Финская ССР	1943		1920	6	2	2
Карело-Финская ССР	1943		1902	2	1	3
Карело-Финская ССР	1943		1911	4	2	3
Карело-Финская ССР	1943		1912	10	1	3
Карело-Финская ССР	1943		1905	3	1	3
Карело-Финская ССР	1943		1917	2	1	1
Карело-Финская ССР	1944			35	4	7
Карело-Финская ССР	1944	01		9	0	1
Карело-Финская ССР	1944	01	1901	1	0	0
Карело-Финская ССР	1944	01	1904	4	0	0
Карело-Финская ССР	1944	01	1906	1	0	0
Карело-Финская ССР	1944	01	1908	2	0	0
Карело-Финская ССР	1944	01	1910	3	0	0
Карело-Финская ССР	1944	01	1912	4	0	0
Карело-Финская ССР	1944	01	1913	1	0	0
Карело-Финская ССР	1944	01	1914	1	0	0
Карело-Финская ССР	1944	01	1915	2	0	0
Карело-Финская ССР	1944	01	1917	1	0	0
Карело-Финская ССР	1944	01	1919	1	0	0
Карело-Финская ССР	1944	01	1920	2	0	0
Карело-Финская ССР	1944	01	1922	2	0	0
Карело-Финская ССР	1944	01	1923	2	0	0
Карело-Финская ССР	1944	01	1924	3	0	0
Карело-Финская ССР	1944	01	1925	5	2	1
Карело-Финская ССР	1944	01	1926	35	1	1
Карело-Финская ССР	1944	01	1921	2	0	0
Карело-Финская ССР	1944	01	1900	1	0	0
Карело-Финская ССР	1944	01	1902	1	0	0
Карело-Финская ССР	1944	01	1907	2	0	0
Карело-Финская ССР	1944	01	1918	1	1	0
Карело-Финская ССР	1944	02		5	1	1
Карело-Финская ССР	1944	02	1903	4	0	0
Карело-Финская ССР	1944	02	1904	3	0	0
Карело-Финская ССР	1944	02	1905	2	0	0
Карело-Финская ССР	1944	02	1906	1	0	0
Карело-Финская ССР	1944	02	1907	3	0	0
Карело-Финская ССР	1944	02	1908	3	0	0
Карело-Финская ССР	1944	02	1909	1	0	0
Карело-Финская ССР	1944	02	1910	3	0	0
Карело-Финская ССР	1944	02	1911	1	0	0
Карело-Финская ССР	1944	02	1912	6	0	0
Карело-Финская ССР	1944	02	1913	3	0	0
Карело-Финская ССР	1944	02	1915	2	0	0
Карело-Финская ССР	1944	02	1917	3	0	0
Карело-Финская ССР	1944	02	1918	3	0	0
Карело-Финская ССР	1944	02	1919	2	0	0
Карело-Финская ССР	1944	02	1920	4	0	0
Карело-Финская ССР	1944	02	1922	2	0	0
Карело-Финская ССР	1944	02	1923	6	0	0
Карело-Финская ССР	1944	02	1924	3	0	0
Карело-Финская ССР	1944	02	1925	5	1	1
Карело-Финская ССР	1944	02	1926	20	2	1
Карело-Финская ССР	1944	03		18	2	2
Карело-Финская ССР	1944	03	1902	2	0	1
Карело-Финская ССР	1944	03	1904	4	0	1
Карело-Финская ССР	1944	03	1907	2	0	1
Карело-Финская ССР	1944	03	1908	2	0	1
Карело-Финская ССР	1944	03	1909	2	0	1
Карело-Финская ССР	1944	03	1910	3	0	1
Карело-Финская ССР	1944	03	1911	5	0	1
Карело-Финская ССР	1944	03	1912	9	0	1
Карело-Финская ССР	1944	03	1913	4	0	1
Карело-Финская ССР	1944	03	1914	7	0	1
Карело-Финская ССР	1944	03	1915	3	0	0
Карело-Финская ССР	1944	03	1916	9	0	0
Карело-Финская ССР	1944	03	1917	4	0	0
Карело-Финская ССР	1944	03	1920	1	0	0
Карело-Финская ССР	1944	03	1921	10	0	1
Карело-Финская ССР	1944	03	1922	1	1	0
Карело-Финская ССР	1944	03	1923	4	1	1
Карело-Финская ССР	1944	03	1924	6	1	1
Карело-Финская ССР	1944	03	1925	5	1	1
Карело-Финская ССР	1944	03	1926	48	2	1
Карело-Финская ССР	1944	03	1927	1	0	0
Карело-Финская ССР	1944	03	1918	1	0	0
Карело-Финская ССР	1944	03	1903	1	0	1
Карело-Финская ССР	1944	04		3	2	3
Карело-Финская ССР	1944	04	1900	1	0	1
Карело-Финская ССР	1944	04	1901	2	0	1
Карело-Финская ССР	1944	04	1902	4	0	1
Карело-Финская ССР	1944	04	1906	2	0	1
Карело-Финская ССР	1944	04	1914	1	0	1
Карело-Финская ССР	1944	04	1917	3	0	1
Карело-Финская ССР	1944	04	1921	1	0	1
Карело-Финская ССР	1944	04	1922	1	0	1
Карело-Финская ССР	1944	04	1924	3	1	2
Карело-Финская ССР	1944	04	1926	13	1	1
Карело-Финская ССР	1944	04	1918	2	0	1
Карело-Финская ССР	1944	04	1903	1	0	1
Карело-Финская ССР	1944	04	1910	3	0	1
Карело-Финская ССР	1944	04	1915	1	0	1
Карело-Финская ССР	1944	04	1925	1	1	2
Карело-Финская ССР	1944	04	1908	1	0	1
Карело-Финская ССР	1944	05		3	0	1
Карело-Финская ССР	1944	05	1900	1	0	0
Карело-Финская ССР	1944	05	1901	1	0	0
Карело-Финская ССР	1944	05	1909	4	0	0
Карело-Финская ССР	1944	05	1916	1	0	0
Карело-Финская ССР	1944	05	1917	1	1	0
Карело-Финская ССР	1944	05	1925	3	0	0
Карело-Финская ССР	1944	05	1926	9	1	1
Карело-Финская ССР	1944	05	1911	1	0	0
Карело-Финская ССР	1944	05	1913	1	0	0
Карело-Финская ССР	1944	05	1920	2	0	0
Карело-Финская ССР	1944	05	1923	3	0	0
Карело-Финская ССР	1944	05	1904	1	0	0
Карело-Финская ССР	1944	05	1905	1	0	0
Карело-Финская ССР	1944	05	1908	2	0	0
Карело-Финская ССР	1944	05	1918	1	0	0
Карело-Финская ССР	1944	05	1921	1	0	0
Карело-Финская ССР	1944	06		3	1	1
Карело-Финская ССР	1944	06	1900	3	0	0
Карело-Финская ССР	1944	06	1908	3	0	0
Карело-Финская ССР	1944	06	1918	2	0	0
Карело-Финская ССР	1944	06	1921	1	1	0
Карело-Финская ССР	1944	06	1922	3	0	0
Карело-Финская ССР	1944	06	1923	10	1	0
Карело-Финская ССР	1944	06	1924	7	1	0
Карело-Финская ССР	1944	06	1925	15	2	1
Карело-Финская ССР	1944	06	1926	29	4	1
Карело-Финская ССР	1944	06	1927	2	0	0
Карело-Финская ССР	1944	06	1901	2	0	0
Карело-Финская ССР	1944	06	1904	1	0	0
Карело-Финская ССР	1944	06	1907	1	0	0
Карело-Финская ССР	1944	06	1909	4	0	0
Карело-Финская ССР	1944	06	1906	1	0	0
Карело-Финская ССР	1944	06	1910	3	0	0
Карело-Финская ССР	1944	06	1911	6	0	0
Карело-Финская ССР	1944	06	1912	1	0	0
Карело-Финская ССР	1944	06	1913	1	1	0
Карело-Финская ССР	1944	06	1914	3	0	0
Карело-Финская ССР	1944	06	1915	1	0	0
Карело-Финская ССР	1944	06	1920	2	0	0
Карело-Финская ССР	1944	06	1916	2	0	0
Карело-Финская ССР	1944	06	1919	1	0	0
Карело-Финская ССР	1944	07		48	1	1
Карело-Финская ССР	1944	07	1900	14	0	0
Карело-Финская ССР	1944	07	1904	18	1	0
Карело-Финская ССР	1944	07	1906	10	0	0
Карело-Финская ССР	1944	07	1907	36	0	0
Карело-Финская ССР	1944	07	1909	17	0	0
Карело-Финская ССР	1944	07	1910	22	0	0
Карело-Финская ССР	1944	07	1911	13	0	0
Карело-Финская ССР	1944	07	1915	12	0	0
Карело-Финская ССР	1944	07	1921	21	0	0
Карело-Финская ССР	1944	07	1922	37	1	0
Карело-Финская ССР	1944	07	1923	305	2	0
Карело-Финская ССР	1944	07	1924	501	2	0
Карело-Финская ССР	1944	07	1925	746	3	1
Карело-Финская ССР	1944	07	1926	893	6	1
Карело-Финская ССР	1944	07	1927	41	1	0
Карело-Финская ССР	1944	07	1902	29	0	0
Карело-Финская ССР	1944	07	1912	19	0	0
Карело-Финская ССР	1944	07	1914	5	0	0
Карело-Финская ССР	1944	07	1901	15	0	0
Карело-Финская ССР	1944	07	1903	19	0	0
Карело-Финская ССР	1944	07	1905	18	0	0
Карело-Финская ССР	1944	07	1908	8	0	0
Карело-Финская ССР	1944	07	1913	20	0	0
Карело-Финская ССР	1944	07	1916	5	0	0
Карело-Финская ССР	1944	07	1917	9	0	0
Карело-Финская ССР	1944	07	1918	10	0	0
Карело-Финская ССР	1944	07	1919	12	0	0
Карело-Финская ССР	1944	07	1920	10	0	0
Карело-Финская ССР	1944	08		27	15	1
Карело-Финская ССР	1944	08	1902	14	0	0
Карело-Финская ССР	1944	08	1904	15	0	0
Карело-Финская ССР	1944	08	1906	4	0	0
Карело-Финская ССР	1944	08	1908	3	0	0
Карело-Финская ССР	1944	08	1911	2	0	0
Карело-Финская ССР	1944	08	1912	4	0	0
Карело-Финская ССР	1944	08	1914	2	0	0
Карело-Финская ССР	1944	08	1915	5	0	0
Карело-Финская ССР	1944	08	1916	6	0	0
Карело-Финская ССР	1944	08	1917	2	0	0
Карело-Финская ССР	1944	08	1919	5	0	0
Карело-Финская ССР	1944	08	1920	4	0	0
Карело-Финская ССР	1944	08	1921	3	0	0
Карело-Финская ССР	1944	08	1923	35	0	0
Карело-Финская ССР	1944	08	1924	46	1	1
Карело-Финская ССР	1944	08	1925	60	1	1
Карело-Финская ССР	1944	08	1926	68	1	1
Карело-Финская ССР	1944	08	1927	548	19	0
Карело-Финская ССР	1944	08	1922	8	1	0
Карело-Финская ССР	1944	08	1903	7	0	0
Карело-Финская ССР	1944	08	1900	4	0	0
Карело-Финская ССР	1944	08	1901	12	0	0
Карело-Финская ССР	1944	08	1905	2	0	0
Карело-Финская ССР	1944	08	1907	3	0	0
Карело-Финская ССР	1944	08	1909	2	0	0
Карело-Финская ССР	1944	08	1910	3	0	0
Карело-Финская ССР	1944	08	1913	3	0	0
Карело-Финская ССР	1944	09	1905	2	0	0
Карело-Финская ССР	1944	09	1913	2	0	0
Карело-Финская ССР	1944	09	1914	2	0	0
Карело-Финская ССР	1944	09	1916	1	0	0
Карело-Финская ССР	1944	09	1926	3	0	1
Карело-Финская ССР	1944	09	1927	6	1	0
Карело-Финская ССР	1944	09		1	2	1
Карело-Финская ССР	1944	09	1910	2	0	0
Карело-Финская ССР	1944	09	1919	1	0	0
Карело-Финская ССР	1944	09	1915	1	0	0
Карело-Финская ССР	1944	09	1924	2	0	1
Карело-Финская ССР	1944	09	1925	1	1	1
Карело-Финская ССР	1944	10	1905	1	0	0
Карело-Финская ССР	1944	10	1915	2	0	0
Карело-Финская ССР	1944	10	1919	1	0	0
Карело-Финская ССР	1944	10	1920	2	0	0
Карело-Финская ССР	1944	10	1923	7	0	0
Карело-Финская ССР	1944	10	1924	7	1	0
Карело-Финская ССР	1944	10	1925	7	0	0
Карело-Финская ССР	1944	10	1927	6	0	0
Карело-Финская ССР	1944	10	1909	1	0	0
Карело-Финская ССР	1944	10	1914	2	0	0
Карело-Финская ССР	1944	10	1926	4	0	1
Карело-Финская ССР	1944	10	1913	1	0	0
Карело-Финская ССР	1944	10	1916	2	0	0
Карело-Финская ССР	1944	10	1922	1	0	0
Карело-Финская ССР	1944	10	1912	1	0	0
Карело-Финская ССР	1944	11		2	0	0
Карело-Финская ССР	1944	11	1906	1	0	0
Карело-Финская ССР	1944	11	1910	4	0	0
Карело-Финская ССР	1944	11	1917	3	0	0
Карело-Финская ССР	1944	11	1919	3	0	0
Карело-Финская ССР	1944	11	1921	4	0	0
Карело-Финская ССР	1944	11	1922	5	0	0
Карело-Финская ССР	1944	11	1923	10	0	1
Карело-Финская ССР	1944	11	1924	5	0	1
Карело-Финская ССР	1944	11	1925	25	1	1
Карело-Финская ССР	1944	11	1926	13	1	1
Карело-Финская ССР	1944	11	1927	15	1	2
Карело-Финская ССР	1944	11	1901	1	0	0
Карело-Финская ССР	1944	11	1904	1	0	0
Карело-Финская ССР	1944	11	1900	1	0	0
Карело-Финская ССР	1944	11	1903	1	0	0
Карело-Финская ССР	1944	11	1907	1	0	0
Карело-Финская ССР	1944	11	1909	1	0	0
Карело-Финская ССР	1944	11	1912	1	0	0
Карело-Финская ССР	1944	11	1913	1	0	0
Карело-Финская ССР	1944	12	1913	4	0	0
Карело-Финская ССР	1944	12	1926	8	1	1
Карело-Финская ССР	1944	12	1907	1	0	0
Карело-Финская ССР	1944	12	1920	1	0	0
Карело-Финская ССР	1944	12	1923	4	0	0
Карело-Финская ССР	1944	12	1924	3	0	0
Карело-Финская ССР	1944	12	1925	1	0	0
Карело-Финская ССР	1944	12	1903	2	0	0
Карело-Финская ССР	1944	12	1908	4	0	0
Карело-Финская ССР	1944	12	1909	3	0	0
Карело-Финская ССР	1944	12	1927	1	2	2
Карело-Финская ССР	1944	12	1910	1	0	0
Карело-Финская ССР	1944		1900	9	1	2
Карело-Финская ССР	1944		1901	6	1	1
Карело-Финская ССР	1944		1902	15	2	2
Карело-Финская ССР	1944		1903	15	1	2
Карело-Финская ССР	1944		1904	11	1	2
Карело-Финская ССР	1944		1905	11	1	2
Карело-Финская ССР	1944		1906	6	1	2
Карело-Финская ССР	1944		1907	11	1	2
Карело-Финская ССР	1944		1908	5	1	2
Карело-Финская ССР	1944		1909	16	1	2
Карело-Финская ССР	1944		1910	14	1	3
Карело-Финская ССР	1944		1911	17	1	2
Карело-Финская ССР	1944		1912	16	1	3
Карело-Финская ССР	1944		1913	10	1	2
Карело-Финская ССР	1944		1915	7	1	2
Карело-Финская ССР	1944		1917	12	1	1
Карело-Финская ССР	1944		1918	3	1	2
Карело-Финская ССР	1944		1919	5	1	1
Карело-Финская ССР	1944		1920	5	1	2
Карело-Финская ССР	1944		1921	10	1	2
Карело-Финская ССР	1944		1922	25	2	2
Карело-Финская ССР	1944		1923	63	3	4
Карело-Финская ССР	1944		1924	110	4	5
Карело-Финская ССР	1944		1925	113	3	8
Карело-Финская ССР	1944		1926	182	4	26
Карело-Финская ССР	1944		1927	25	2	7
Карело-Финская ССР	1944		1914	8	1	2
Карело-Финская ССР	1944		1916	12	1	2
Карело-Финская ССР	1945	01		3	0	0
Карело-Финская ССР	1945	01	1905	1	0	0
Карело-Финская ССР	1945	01	1911	1	0	0
Карело-Финская ССР	1945	01	1912	1	0	0
Карело-Финская ССР	1945	01	1913	1	0	0
Карело-Финская ССР	1945	01	1901	1	0	0
Карело-Финская ССР	1945	01	1926	2	2	0
Карело-Финская ССР	1945	01	1909	1	0	0
Карело-Финская ССР	1945	01	1907	2	0	0
Карело-Финская ССР	1945	01	1915	1	0	0
Карело-Финская ССР	1945	01	1921	1	0	0
Карело-Финская ССР	1945	01	1922	1	0	0
Карело-Финская ССР	1945	01	1924	4	0	0
Карело-Финская ССР	1945	01	1925	4	1	0
Карело-Финская ССР	1945	01	1927	1	1	2
Карело-Финская ССР	1945	02	1926	4	1	1
Карело-Финская ССР	1945	02	1900	1	0	0
Карело-Финская ССР	1945	02	1919	1	0	0
Карело-Финская ССР	1945	02	1922	1	0	1
Карело-Финская ССР	1945	02		2	0	1
Карело-Финская ССР	1945	02	1901	1	0	0
Карело-Финская ССР	1945	02	1905	1	0	0
Карело-Финская ССР	1945	02	1908	1	0	0
Карело-Финская ССР	1945	02	1924	1	1	1
Карело-Финская ССР	1945	03	1906	1	0	0
Карело-Финская ССР	1945	03	1913	1	0	0
Карело-Финская ССР	1945	04	1900	1	0	0
Карело-Финская ССР	1945	04	1924	1	1	1
Карело-Финская ССР	1945	04	1911	2	1	0
Карело-Финская ССР	1945	04	1902	3	0	0
Карело-Финская ССР	1945	04	1910	3	1	0
Карело-Финская ССР	1945	04	1917	1	0	0
Карело-Финская ССР	1945	04	1923	1	1	1
Карело-Финская ССР	1945	04	1925	2	2	1
Карело-Финская ССР	1945	04	1926	2	1	1
Карело-Финская ССР	1945	04	1927	5	1	1
Карело-Финская ССР	1945	04	1905	1	0	0
Карело-Финская ССР	1945	04	1916	1	0	0
Карело-Финская ССР	1945	04	1921	2	1	1
Карело-Финская ССР	1945	05	1904	2	0	0
Карело-Финская ССР	1945	05	1906	1	1	1
Карело-Финская ССР	1945	05	1921	1	2	2
Карело-Финская ССР	1945	05	1925	1	4	2
Карело-Финская ССР	1945	05	1926	4	3	2
Карело-Финская ССР	1945	05	1927	9	1	2
Карело-Финская ССР	1945	05	1915	1	1	1
Карело-Финская ССР	1945	05	1923	1	3	2
Карело-Финская ССР	1945	05	1924	1	5	2
Карело-Финская ССР	1945	06	1927	2	2	1
Карело-Финская ССР	1945	06	1907	1	1	0
Карело-Финская ССР	1945	06	1911	1	1	0
Карело-Финская ССР	1945	06	1901	1	0	0
Карело-Финская ССР	1945	06	1914	1	1	0
Карело-Финская ССР	1945	08	1906	1	0	0
Карело-Финская ССР	1945	08	1918	1	0	0
Карело-Финская ССР	1945	08	1926	1	0	0
Карело-Финская ССР	1945	08	1914	1	0	0
Карело-Финская ССР	1945	11	1927	1	0	0
Карело-Финская ССР	1945	12	1927	2	0	0
Карело-Финская ССР	1945		1907	1	0	0
Карело-Финская ССР	1945		1908	2	0	1
Карело-Финская ССР	1945		1916	2	1	1
Карело-Финская ССР	1945		1922	2	1	2
Карело-Финская ССР	1945		1923	1	2	2
Карело-Финская ССР	1945		1926	2	3	6
Карело-Финская ССР	1945		1927	5	5	12
КирССР				2948	1048	35765
КирССР			1900	829	210	1669
КирССР			1901	610	156	1448
КирССР			1902	1041	206	1869
КирССР			1903	1077	236	1974
КирССР			1904	1224	239	2107
КирССР			1905	1193	237	2041
КирССР			1906	1043	216	2213
КирССР			1907	971	224	2366
КирССР			1908	910	241	2307
КирССР			1909	1058	262	2354
КирССР			1910	1282	310	2566
КирССР			1911	999	253	2401
КирССР			1912	1193	310	2685
КирССР			1913	1055	266	2463
КирССР			1914	1116	312	2574
КирССР			1915	762	240	2094
КирССР			1916	721	254	1746
КирССР			1917	547	168	1484
КирССР			1918	583	235	2184
КирССР			1919	540	215	1871
КирССР	1919		1902	2	0	0
КирССР	1919		1903	1	0	0
КирССР	1919		1900	1	0	2
КирССР			1920	736	260	2055
КирССР			1921	972	348	2405
КирССР	1921		1901	1	0	0
КирССР	1921		1904	2	0	0
КирССР			1922	1294	389	3138
КирССР	1922		1902	1	0	0
КирССР			1923	1274	530	4048
КирССР	1923		1902	4	0	0
КирССР			1924	1378	581	4636
КирССР	1924		1900	1	0	0
КирССР	1924		1902	15	0	3
КирССР	1924		1901	2	0	0
КирССР			1925	2090	436	4830
КирССР	1925	10	1903	2	0	0
КирССР	1925		1902	2	0	0
КирССР	1925		1903	21	0	4
КирССР	1925		1908	1	0	0
КирССР			1926	5698	268	3693
КирССР	1926	10	1904	1	0	0
КирССР	1926		1903	1	0	0
КирССР	1926		1904	19	0	4
КирССР	1926		1906	3	0	0
КирССР	1926		1907	2	0	0
КирССР			1927	1125	98	1282
КирССР	1927		1903	1	0	0
КирССР	1927		1904	2	0	0
КирССР	1927		1905	16	0	4
КирССР			1928	9	5	34
КирССР	1928		1905	1	0	0
КирССР	1928		1906	14	0	4
КирССР	1928		1908	2	0	0
КирССР			1929	3	2	13
КирССР	1929		1907	13	0	5
КирССР	1929		1910	1	0	0
КирССР	1930		1903	1	0	0
КирССР	1930		1908	11	0	5
КирССР	1930		1909	1	0	1
КирССР	1930		1912	1	0	0
КирССР	1931		1909	8	0	4
КирССР	1931		1910	6	0	0
КирССР	1931		1908	1	0	0
КирССР	1931		1912	1	0	0
КирССР			1932	1	0	2
КирССР	1932	07	1912	1	0	0
КирССР	1932		1910	10	0	5
КирССР	1932		1912	2	0	0
КирССР	1932		1907	1	0	0
КирССР	1933	09	1912	1	0	0
КирССР	1933		1910	4	0	1
КирССР	1933		1911	2	0	5
КирССР	1933		1914	1	0	0
КирССР	1933		1912	1	0	0
КирССР	1933		1909	1	0	0
КирССР	1934	08	1912	1	0	0
КирССР	1934		1912	9	1	5
КирССР	1934		1913	2	0	0
КирССР	1934		1911	1	0	1
КирССР	1935	01	1914	1	0	0
КирССР	1935	01	1913	1	0	0
КирССР	1935	09	1914	1	0	0
КирССР	1935	09	1912	1	0	0
КирССР	1935	11	1913	2	1	0
КирССР	1935	11	1916	1	0	0
КирССР	1935		1906	1	0	0
КирССР	1935		1911	4	0	0
КирССР	1935		1913	5	1	6
