draft_region	draft_year	draft_month	birth_year	count_exact	count_addition_birthplace_derived	count_addition_nobirthplace_derived
АзССР				6741	1099	67580
АзССР			1900	1315	188	3153
АзССР			1901	777	135	2737
АзССР			1902	1046	190	3532
АзССР			1903	786	189	3731
АзССР			1904	719	157	3982
АзССР			1905	1011	203	3856
АзССР			1906	926	175	4181
АзССР			1907	1210	198	4470
АзССР			1908	1158	218	4360
АзССР			1909	1070	186	4448
АзССР			1910	1517	315	4849
АзССР			1911	1225	231	4538
АзССР			1912	1490	270	5073
АзССР			1913	1217	256	4654
АзССР			1914	1124	282	4864
АзССР			1915	889	233	3957
АзССР			1916	911	240	3299
АзССР			1917	703	193	2805
АзССР			1918	901	280	4127
АзССР	1918		1901	1	0	0
АзССР			1919	881	237	3536
АзССР	1919		1902	1	0	0
АзССР			1920	1161	365	3884
АзССР			1921	1388	350	4544
АзССР			1922	1717	463	5929
АзССР			1923	1583	427	7649
АзССР			1924	2012	575	8761
АзССР	1924	02		1	0	0
АзССР			1925	1969	625	9126
АзССР	1925	10	1905	1	0	0
АзССР			1926	363	149	6978
АзССР			1927	91	52	2423
АзССР	1927		1904	1	0	1
АзССР	1927		1905	2	1	7
АзССР			1928	13	3	65
АзССР	1928	10	1906	2	0	0
АзССР			1929	2	2	24
АзССР	1929	01	1910	1	0	0
АзССР	1929		1905	1	0	0
АзССР	1929		1906	1	0	1
АзССР	1929		1907	2	0	10
АзССР	1929		1910	2	0	0
АзССР	1929		1911	1	0	0
АзССР	1929		1908	1	0	1
АзССР	1930	10	1908	1	1	0
АзССР	1930	11	1908	1	0	0
АзССР	1930		1906	1	0	0
АзССР	1930		1907	2	0	1
АзССР	1930		1908	5	0	9
АзССР	1930		1920	1	0	0
АзССР	1931		1905	1	0	0
АзССР	1931		1907	2	0	0
АзССР	1931		1909	1	1	8
АзССР	1931		1915	2	0	0
АзССР	1931		1911	1	0	0
АзССР	1932			1	0	0
АзССР	1932	07	1912	1	0	0
АзССР	1932	09	1915	1	0	0
АзССР	1932	10	1910	1	0	0
АзССР	1932		1910	7	0	9
АзССР	1933	09	1911	1	0	0
АзССР	1933		1906	2	0	0
АзССР	1933		1911	6	1	10
АзССР	1933		1912	1	0	1
АзССР	1933		1910	1	1	1
АзССР	1933		1913	1	0	0
АзССР	1934	02	1916	1	0	0
АзССР	1934	08	1913	1	0	0
АзССР	1934	09	1910	1	0	0
АзССР	1934	11	1912	1	0	0
АзССР	1934		1905	1	0	0
АзССР	1934		1908	3	0	0
АзССР	1934		1909	1	0	0
АзССР	1934		1910	5	0	1
АзССР	1934		1911	2	0	1
АзССР	1934		1912	4	0	10
АзССР	1934		1913	1	0	1
АзССР	1934		1917	1	0	0
АзССР	1934			1	0	0
АзССР	1934		1914	3	0	0
АзССР	1934		1915	1	0	0
АзССР	1935	02	1909	1	0	0
АзССР	1935	05	1908	1	0	0
АзССР	1935	09	1911	1	0	0
АзССР	1935	09	1912	1	0	0
АзССР	1935	09	1916	1	0	0
АзССР	1935	09	1913	1	0	0
АзССР	1935	10	1913	4	1	0
АзССР	1935	10	1915	1	0	0
АзССР	1935	11	1915	1	0	0
АзССР	1935	11	1912	1	0	0
АзССР	1935	11	1909	1	0	0
АзССР	1935		1907	1	0	0
АзССР	1935		1908	1	0	0
АзССР	1935		1909	2	0	0
АзССР	1935		1910	4	1	0
АзССР	1935		1911	2	0	0
АзССР	1935		1912	3	0	2
АзССР	1935		1913	17	0	11
АзССР	1935		1915	4	0	1
АзССР	1935		1917	2	0	0
АзССР	1935		1914	2	2	2
АзССР	1936			1	0	0
АзССР	1936	01	1910	1	0	0
АзССР	1936	01	1915	1	0	0
АзССР	1936	01	1917	2	0	0
АзССР	1936	03	1918	1	0	0
АзССР	1936	05	1914	4	0	0
АзССР	1936	05	1917	2	0	0
АзССР	1936	05	1916	1	0	0
АзССР	1936	06	1907	1	0	0
АзССР	1936	06	1914	1	0	0
АзССР	1936	07	1914	1	0	0
АзССР	1936	09	1914	2	0	0
АзССР	1936	09	1915	4	1	0
АзССР	1936	10	1914	3	0	1
АзССР	1936	10	1915	3	0	0
АзССР	1936	10	1913	1	0	0
АзССР	1936	10	1916	1	0	0
АзССР	1936	11	1916	1	0	0
АзССР	1936	11	1914	1	0	0
АзССР	1936	12	1916	1	0	0
АзССР	1936		1906	1	0	0
АзССР	1936		1907	1	0	0
АзССР	1936		1910	4	0	0
АзССР	1936		1911	1	0	0
АзССР	1936		1912	2	0	1
АзССР	1936		1913	3	0	2
АзССР	1936		1914	11	0	14
АзССР	1936		1915	7	0	6
АзССР	1936		1916	4	0	2
АзССР	1936		1917	2	1	1
АзССР	1937			1	0	1
АзССР	1937	01	1918	2	0	0
АзССР	1937	01	1922	1	0	0
АзССР	1937	01	1916	1	0	0
АзССР	1937	02	1915	1	0	0
АзССР	1937	02	1916	1	0	0
АзССР	1937	04	1920	1	0	0
АзССР	1937	05	1915	6	0	1
АзССР	1937	05	1916	2	0	0
АзССР	1937	05	1918	3	0	0
АзССР	1937	06	1919	1	1	0
АзССР	1937	06	1916	1	0	0
АзССР	1937	08	1916	3	0	0
АзССР	1937	08	1914	1	0	0
АзССР	1937	08	1915	3	0	0
АзССР	1937	09	1905	1	0	0
АзССР	1937	09	1913	3	0	0
АзССР	1937	09	1914	2	1	0
АзССР	1937	09	1916	7	1	1
АзССР	1937	09	1915	5	1	1
АзССР	1937	09	1917	2	0	0
АзССР	1937	10	1910	1	0	0
АзССР	1937	10	1911	1	0	0
АзССР	1937	10	1915	3	0	1
АзССР	1937	10	1916	11	0	2
АзССР	1937	10	1917	4	0	0
АзССР	1937	10	1914	1	0	0
АзССР	1937	11	1915	1	1	0
АзССР	1937	12	1913	3	0	0
АзССР	1937		1905	2	0	0
АзССР	1937		1910	5	0	0
АзССР	1937		1911	3	0	0
АзССР	1937		1912	8	0	1
АзССР	1937		1913	4	0	1
АзССР	1937		1914	13	0	3
АзССР	1937		1915	32	1	14
АзССР	1937		1916	33	2	18
АзССР	1937		1917	11	0	4
АзССР	1937		1918	15	0	3
АзССР	1937		1920	3	0	0
АзССР	1937		1922	1	0	0
АзССР	1937		1908	1	0	0
АзССР	1937		1919	2	1	1
АзССР	1938	01	1900	1	0	0
АзССР	1938	01	1913	4	0	0
АзССР	1938	01	1915	2	0	0
АзССР	1938	01	1917	2	0	0
АзССР	1938	01	1918	7	0	0
АзССР	1938	01	1920	1	0	0
АзССР	1938	01	1909	1	0	0
АзССР	1938	01	1912	1	0	0
АзССР	1938	01	1916	1	0	0
АзССР	1938	01	1919	1	0	0
АзССР	1938	02	1913	1	0	0
АзССР	1938	02	1917	2	0	0
АзССР	1938	02	1919	2	0	0
АзССР	1938	02	1915	1	0	0
АзССР	1938	02	1918	3	0	0
АзССР	1938	03	1918	3	0	0
АзССР	1938	04	1913	1	0	0
АзССР	1938	04	1917	2	0	0
АзССР	1938	04	1918	4	0	0
АзССР	1938	04	1919	1	0	0
АзССР	1938	04	1916	1	0	0
АзССР	1938	05	1912	2	0	0
АзССР	1938	05	1914	2	0	0
АзССР	1938	05	1915	2	0	0
АзССР	1938	05	1916	1	0	0
АзССР	1938	05	1917	7	1	1
АзССР	1938	05	1918	13	0	1
АзССР	1938	05	1919	2	0	0
АзССР	1938	05	1920	2	0	0
АзССР	1938	05	1910	1	0	0
АзССР	1938	06	1917	2	0	0
АзССР	1938	06	1918	3	0	0
АзССР	1938	07	1914	1	0	0
АзССР	1938	08	1915	2	0	0
АзССР	1938	08	1917	4	0	1
АзССР	1938	08	1918	8	1	1
АзССР	1938	08	1919	2	0	0
АзССР	1938	09	1910	3	0	0
АзССР	1938	09	1911	1	0	0
АзССР	1938	09	1912	3	0	0
АзССР	1938	09	1914	4	0	0
АзССР	1938	09	1915	6	0	0
АзССР	1938	09	1916	11	0	1
АзССР	1938	09	1917	23	0	3
АзССР	1938	09	1918	43	7	4
АзССР	1938	09	1919	10	0	1
АзССР	1938	09	1920	3	0	0
АзССР	1938	09	1923	1	0	0
АзССР	1938	09	1913	2	0	0
АзССР	1938	10	1913	1	0	0
АзССР	1938	10	1915	3	0	0
АзССР	1938	10	1916	5	0	0
АзССР	1938	10	1917	30	2	3
АзССР	1938	10	1918	37	0	3
АзССР	1938	10	1919	4	0	0
АзССР	1938	10	1920	3	0	0
АзССР	1938	11	1916	1	0	0
АзССР	1938	11	1917	6	0	1
АзССР	1938	11	1918	3	1	1
АзССР	1938	11	1914	1	0	0
АзССР	1938	11	1919	1	0	0
АзССР	1938	11	1920	1	0	0
АзССР	1938	11	1911	1	0	0
АзССР	1938	12	1914	3	0	0
АзССР	1938	12	1916	3	0	0
АзССР	1938	12	1918	5	0	0
АзССР	1938	12	1919	1	0	0
АзССР	1938		1900	2	0	0
АзССР	1938		1907	2	0	0
АзССР	1938		1908	2	0	0
АзССР	1938		1910	7	0	1
АзССР	1938		1911	8	0	1
АзССР	1938		1912	14	1	1
АзССР	1938		1913	8	1	1
АзССР	1938		1914	19	0	2
АзССР	1938		1915	29	1	4
АзССР	1938		1916	32	1	7
АзССР	1938		1917	109	12	30
АзССР	1938		1918	119	6	37
АзССР	1938		1919	28	3	5
АзССР	1938		1920	7	0	2
АзССР	1938		1921	6	1	1
АзССР	1938		1924	3	0	0
АзССР	1938		1901	1	0	0
АзССР	1938			1	0	2
АзССР	1939			4	0	14
АзССР	1939	01	1912	5	0	0
АзССР	1939	01	1913	4	0	0
АзССР	1939	01	1914	4	0	0
АзССР	1939	01	1915	15	0	0
АзССР	1939	01	1916	11	1	0
АзССР	1939	01	1917	6	0	0
АзССР	1939	01	1918	14	0	1
АзССР	1939	01	1919	26	1	1
АзССР	1939	01	1920	10	2	0
АзССР	1939	01	1921	2	0	0
АзССР	1939	02	1911	1	0	0
АзССР	1939	02	1912	4	0	0
АзССР	1939	02	1913	2	0	0
АзССР	1939	02	1914	4	0	0
АзССР	1939	02	1915	2	0	0
АзССР	1939	02	1916	4	1	0
АзССР	1939	02	1917	3	0	1
АзССР	1939	02	1918	9	0	1
АзССР	1939	02	1919	10	0	1
АзССР	1939	02	1921	1	0	0
АзССР	1939	02	1910	1	0	0
АзССР	1939	02	1920	2	0	0
АзССР	1939	02	1922	1	0	0
АзССР	1939	03	1915	5	0	0
АзССР	1939	03	1916	3	0	0
АзССР	1939	03	1918	7	1	1
АзССР	1939	03	1919	3	0	1
АзССР	1939	03	1920	2	0	0
АзССР	1939	03	1917	2	0	1
АзССР	1939	03	1914	1	0	0
АзССР	1939	04	1911	2	0	0
АзССР	1939	04	1914	1	0	0
АзССР	1939	04	1915	1	0	0
АзССР	1939	04	1918	2	0	1
АзССР	1939	04	1919	3	0	1
АзССР	1939	04	1922	1	0	0
АзССР	1939	04	1913	1	0	0
АзССР	1939	04	1916	2	0	0
АзССР	1939	04	1917	3	0	0
АзССР	1939	04	1920	3	0	0
АзССР	1939	05	1912	4	0	0
АзССР	1939	05	1914	2	0	0
АзССР	1939	05	1915	6	1	0
АзССР	1939	05	1916	6	1	0
АзССР	1939	05	1917	9	0	1
АзССР	1939	05	1918	11	0	2
АзССР	1939	05	1919	15	1	3
АзССР	1939	05	1920	15	0	1
АзССР	1939	05	1921	3	0	0
АзССР	1939	05	1911	3	0	0
АзССР	1939	05	1913	3	0	0
АзССР	1939	05	1910	1	0	0
АзССР	1939	06	1912	1	0	0
АзССР	1939	06	1914	2	0	0
АзССР	1939	06	1918	7	1	1
АзССР	1939	06	1919	3	0	1
АзССР	1939	06	1920	3	0	0
АзССР	1939	06	1921	1	0	0
АзССР	1939	06	1915	2	0	0
АзССР	1939	06	1916	1	1	0
АзССР	1939	07	1910	1	0	0
АзССР	1939	07	1912	2	0	0
АзССР	1939	07	1915	2	0	0
АзССР	1939	07	1916	3	0	0
АзССР	1939	07	1918	4	1	0
АзССР	1939	07	1919	4	1	1
АзССР	1939	08	1902	1	0	0
АзССР	1939	08	1911	3	0	0
АзССР	1939	08	1914	5	0	0
АзССР	1939	08	1915	5	3	0
АзССР	1939	08	1916	6	0	0
АзССР	1939	08	1918	10	0	2
АзССР	1939	08	1919	8	2	2
АзССР	1939	08	1920	11	0	0
АзССР	1939	08	1921	1	0	0
АзССР	1939	08	1912	1	0	0
АзССР	1939	08	1913	1	0	0
АзССР	1939	08	1917	6	1	0
АзССР	1939	09	1904	1	0	0
АзССР	1939	09	1905	1	0	0
АзССР	1939	09	1908	3	0	0
АзССР	1939	09	1909	2	0	0
АзССР	1939	09	1910	8	0	0
АзССР	1939	09	1911	5	0	0
АзССР	1939	09	1912	8	0	1
АзССР	1939	09	1913	12	0	1
АзССР	1939	09	1914	16	0	1
АзССР	1939	09	1915	43	0	2
АзССР	1939	09	1916	55	4	3
АзССР	1939	09	1917	71	3	3
АзССР	1939	09	1918	81	5	12
АзССР	1939	09	1919	108	9	17
АзССР	1939	09	1920	41	1	2
АзССР	1939	09	1921	11	1	1
АзССР	1939	09		1	0	2
АзССР	1939	09	1907	2	0	0
АзССР	1939	09	1922	4	1	0
АзССР	1939	10		3	0	1
АзССР	1939	10	1905	1	0	0
АзССР	1939	10	1910	5	1	0
АзССР	1939	10	1913	5	0	0
АзССР	1939	10	1914	5	0	1
АзССР	1939	10	1915	18	0	1
АзССР	1939	10	1916	24	2	2
АзССР	1939	10	1917	28	0	3
АзССР	1939	10	1918	52	3	10
АзССР	1939	10	1919	64	7	15
АзССР	1939	10	1920	23	0	2
АзССР	1939	10	1921	4	0	1
АзССР	1939	10	1908	2	0	0
АзССР	1939	10	1911	3	0	0
АзССР	1939	10	1912	3	1	0
АзССР	1939	11	1910	4	0	0
АзССР	1939	11	1912	2	0	0
АзССР	1939	11	1913	3	0	0
АзССР	1939	11	1914	3	0	0
АзССР	1939	11	1915	14	0	0
АзССР	1939	11	1916	12	1	1
АзССР	1939	11	1917	14	0	1
АзССР	1939	11	1918	23	3	4
АзССР	1939	11	1919	66	0	6
АзССР	1939	11	1920	8	0	1
АзССР	1939	11	1921	7	0	1
АзССР	1939	11	1922	2	0	0
АзССР	1939	11	1911	2	0	0
АзССР	1939	12	1906	1	0	0
АзССР	1939	12	1910	2	0	0
АзССР	1939	12	1912	3	0	0
АзССР	1939	12	1913	3	0	0
АзССР	1939	12	1915	12	0	0
АзССР	1939	12	1916	13	2	1
АзССР	1939	12	1917	5	1	1
АзССР	1939	12	1918	21	0	2
АзССР	1939	12	1919	24	1	2
АзССР	1939	12	1920	8	0	1
АзССР	1939	12	1921	6	0	0
АзССР	1939	12	1922	2	0	0
АзССР	1939	12	1911	1	0	0
АзССР	1939		1900	2	0	0
АзССР	1939		1902	3	0	0
АзССР	1939		1903	1	0	1
АзССР	1939		1905	5	0	1
АзССР	1939		1906	5	0	1
АзССР	1939		1907	10	0	2
АзССР	1939		1908	2	3	1
АзССР	1939		1909	11	0	2
АзССР	1939		1910	22	0	2
АзССР	1939		1911	14	6	3
АзССР	1939		1912	20	3	4
АзССР	1939		1913	31	5	5
АзССР	1939		1914	56	5	6
АзССР	1939		1915	136	8	9
АзССР	1939		1916	160	7	14
АзССР	1939		1917	148	13	24
АзССР	1939		1918	242	12	64
АзССР	1939		1919	341	21	99
АзССР	1939		1920	130	13	20
АзССР	1939		1921	58	1	13
АзССР	1939		1922	18	3	3
АзССР	1939		1923	4	0	1
АзССР	1939		1901	1	0	0
АзССР	1939		1904	1	0	1
АзССР	1939		1924	2	0	0
АзССР	1940			8	0	12
АзССР	1940	01		6	0	0
АзССР	1940	01	1902	3	0	0
АзССР	1940	01	1906	1	0	0
АзССР	1940	01	1910	1	0	0
АзССР	1940	01	1912	3	0	0
АзССР	1940	01	1913	4	0	0
АзССР	1940	01	1914	6	0	0
АзССР	1940	01	1915	10	2	0
АзССР	1940	01	1916	19	1	1
АзССР	1940	01	1917	8	0	0
АзССР	1940	01	1918	21	0	1
АзССР	1940	01	1919	26	4	2
АзССР	1940	01	1920	29	3	1
АзССР	1940	01	1921	22	1	1
АзССР	1940	01	1922	11	0	0
АзССР	1940	01	1900	2	0	0
АзССР	1940	01	1905	1	1	0
АзССР	1940	02	1908	1	0	0
АзССР	1940	02	1911	2	0	0
АзССР	1940	02	1912	3	0	0
АзССР	1940	02	1913	2	0	0
АзССР	1940	02	1914	4	0	0
АзССР	1940	02	1915	5	0	0
АзССР	1940	02	1916	3	1	1
АзССР	1940	02	1918	11	0	2
АзССР	1940	02	1919	10	0	2
АзССР	1940	02	1920	21	0	1
АзССР	1940	02	1921	6	0	1
АзССР	1940	02	1922	6	0	0
АзССР	1940	02	1917	2	0	1
АзССР	1940	03		1	0	0
АзССР	1940	03	1901	1	0	0
АзССР	1940	03	1910	3	0	0
АзССР	1940	03	1911	1	0	0
АзССР	1940	03	1912	1	0	0
АзССР	1940	03	1914	3	0	0
АзССР	1940	03	1916	12	1	0
АзССР	1940	03	1918	5	0	1
АзССР	1940	03	1919	8	1	1
АзССР	1940	03	1920	11	0	1
АзССР	1940	03	1921	6	0	1
АзССР	1940	03	1923	2	0	0
АзССР	1940	03	1909	1	0	0
АзССР	1940	03	1917	1	1	0
АзССР	1940	03	1913	1	0	0
АзССР	1940	04	1913	1	0	0
АзССР	1940	04	1916	2	0	0
АзССР	1940	04	1918	1	0	0
АзССР	1940	04	1919	2	0	0
АзССР	1940	04	1920	9	0	1
АзССР	1940	04	1921	3	0	1
АзССР	1940	04	1922	4	0	0
АзССР	1940	04	1924	1	0	0
АзССР	1940	04	1917	2	0	0
АзССР	1940	04	1914	1	0	0
АзССР	1940	05	1913	1	1	0
АзССР	1940	05	1916	6	0	0
АзССР	1940	05	1917	6	0	0
АзССР	1940	05	1918	3	1	1
АзССР	1940	05	1919	5	0	1
АзССР	1940	05	1920	19	0	3
АзССР	1940	05	1921	12	0	2
АзССР	1940	05	1922	11	0	1
АзССР	1940	05	1911	1	0	0
АзССР	1940	05	1914	1	0	1
АзССР	1940	05	1915	4	0	0
АзССР	1940	05	1906	1	0	0
АзССР	1940	05	1910	1	0	0
АзССР	1940	06		1	0	0
АзССР	1940	06	1912	1	0	0
АзССР	1940	06	1913	8	2	1
АзССР	1940	06	1914	7	0	2
АзССР	1940	06	1915	3	0	1
АзССР	1940	06	1916	6	0	1
АзССР	1940	06	1917	8	0	1
АзССР	1940	06	1918	3	0	1
АзССР	1940	06	1920	16	0	2
АзССР	1940	06	1921	7	0	1
АзССР	1940	06	1922	6	0	0
АзССР	1940	06	1923	1	0	0
АзССР	1940	06	1924	1	0	0
АзССР	1940	06	1909	2	0	0
АзССР	1940	06	1911	1	0	0
АзССР	1940	07	1907	1	0	0
АзССР	1940	07	1912	3	0	0
АзССР	1940	07	1913	3	0	0
АзССР	1940	07	1914	4	1	0
АзССР	1940	07	1915	3	0	0
АзССР	1940	07	1917	2	0	0
АзССР	1940	07	1918	2	0	0
АзССР	1940	07	1921	1	0	1
АзССР	1940	07	1922	3	0	0
АзССР	1940	07	1919	2	0	0
АзССР	1940	07	1920	3	0	1
АзССР	1940	08	1905	1	0	0
АзССР	1940	08	1911	2	0	0
АзССР	1940	08	1912	1	0	0
АзССР	1940	08	1913	8	0	0
АзССР	1940	08	1914	20	0	0
АзССР	1940	08	1916	5	0	0
АзССР	1940	08	1917	6	0	0
АзССР	1940	08	1918	1	0	0
АзССР	1940	08	1920	10	0	2
АзССР	1940	08	1921	3	0	2
АзССР	1940	08	1922	4	0	1
АзССР	1940	08	1915	5	1	0
АзССР	1940	08	1919	1	0	0
АзССР	1940	08	1923	1	0	0
АзССР	1940	09	1901	1	0	0
АзССР	1940	09	1904	1	0	0
АзССР	1940	09	1907	2	0	0
АзССР	1940	09	1911	2	0	0
АзССР	1940	09	1912	4	0	0
АзССР	1940	09	1913	6	1	0
АзССР	1940	09	1914	5	0	0
АзССР	1940	09	1915	6	0	0
АзССР	1940	09	1916	7	1	0
АзССР	1940	09	1917	7	0	1
АзССР	1940	09	1918	14	1	1
АзССР	1940	09	1919	8	0	2
АзССР	1940	09	1920	116	6	17
АзССР	1940	09	1921	44	1	14
АзССР	1940	09	1922	32	0	1
АзССР	1940	09	1923	3	0	0
АзССР	1940	09	1925	1	0	0
АзССР	1940	09		2	0	8
АзССР	1940	09	1902	1	0	0
АзССР	1940	09	1909	1	0	0
АзССР	1940	09	1910	1	0	0
АзССР	1940	10	1909	1	0	0
АзССР	1940	10	1910	4	1	0
АзССР	1940	10	1912	1	0	0
АзССР	1940	10	1913	3	0	0
АзССР	1940	10	1914	6	0	0
АзССР	1940	10	1916	2	0	1
АзССР	1940	10	1917	7	0	1
АзССР	1940	10	1918	3	0	2
АзССР	1940	10	1919	18	1	2
АзССР	1940	10	1920	109	4	19
АзССР	1940	10	1921	36	1	16
АзССР	1940	10	1922	14	0	1
АзССР	1940	10	1923	2	0	0
АзССР	1940	10	1902	1	0	0
АзССР	1940	10	1924	1	0	0
АзССР	1940	10	1908	1	0	0
АзССР	1940	11	1913	1	0	0
АзССР	1940	11	1914	1	0	0
АзССР	1940	11	1916	1	0	0
АзССР	1940	11	1917	1	0	0
АзССР	1940	11	1920	20	1	3
АзССР	1940	11	1904	1	0	0
АзССР	1940	11	1915	2	1	0
АзССР	1940	11	1921	1	0	3
АзССР	1940	11	1922	1	1	1
АзССР	1940	11	1919	6	1	1
АзССР	1940	11	1918	5	0	0
АзССР	1940	12		1	0	0
АзССР	1940	12	1901	1	0	0
АзССР	1940	12	1915	3	0	0
АзССР	1940	12	1916	1	0	0
АзССР	1940	12	1918	3	1	0
АзССР	1940	12	1920	27	1	2
АзССР	1940	12	1921	15	0	2
АзССР	1940	12	1922	10	0	1
АзССР	1940	12	1923	3	1	0
АзССР	1940	12	1909	1	0	0
АзССР	1940	12	1919	4	0	0
АзССР	1940	12	1914	2	0	0
АзССР	1940	12	1917	1	0	0
АзССР	1940		1900	1	1	0
АзССР	1940		1901	2	0	1
АзССР	1940		1905	8	0	1
АзССР	1940		1906	12	0	1
АзССР	1940		1907	17	0	1
АзССР	1940		1908	18	1	1
АзССР	1940		1909	28	0	2
АзССР	1940		1910	26	1	2
АзССР	1940		1911	20	1	2
АзССР	1940		1912	28	0	3
АзССР	1940		1913	52	5	7
АзССР	1940		1914	57	0	9
АзССР	1940		1915	44	3	8
АзССР	1940		1916	58	5	8
АзССР	1940		1917	45	2	8
АзССР	1940		1918	60	8	15
АзССР	1940		1919	65	5	19
АзССР	1940		1920	397	27	87
АзССР	1940		1921	176	11	77
АзССР	1940		1922	78	2	17
АзССР	1940		1923	55	2	4
АзССР	1940		1924	3	0	0
АзССР	1940		1925	3	0	0
АзССР	1940		1903	1	0	1
АзССР	1941			603	33	151
АзССР	1941	01		31	4	2
АзССР	1941	01	1900	4	0	0
АзССР	1941	01	1901	8	1	0
АзССР	1941	01	1902	8	0	0
АзССР	1941	01	1903	10	0	0
АзССР	1941	01	1904	7	0	0
АзССР	1941	01	1905	3	0	0
АзССР	1941	01	1906	13	0	1
АзССР	1941	01	1907	9	0	1
АзССР	1941	01	1908	11	1	1
АзССР	1941	01	1909	13	1	0
АзССР	1941	01	1910	15	0	1
АзССР	1941	01	1911	11	0	1
АзССР	1941	01	1912	24	0	1
АзССР	1941	01	1913	24	0	1
АзССР	1941	01	1914	11	0	1
АзССР	1941	01	1915	7	0	0
АзССР	1941	01	1916	13	0	1
АзССР	1941	01	1917	13	0	0
АзССР	1941	01	1918	22	0	1
АзССР	1941	01	1919	10	0	0
АзССР	1941	01	1920	29	1	1
АзССР	1941	01	1921	64	3	2
АзССР	1941	01	1922	61	4	2
АзССР	1941	01	1923	31	1	1
АзССР	1941	01	1924	9	1	0
АзССР	1941	01	1925	2	0	0
АзССР	1941	02		18	0	1
АзССР	1941	02	1900	3	0	0
АзССР	1941	02	1901	2	0	0
АзССР	1941	02	1902	5	0	0
АзССР	1941	02	1903	3	0	0
АзССР	1941	02	1904	1	0	0
АзССР	1941	02	1905	4	0	0
АзССР	1941	02	1906	1	1	0
АзССР	1941	02	1907	6	0	0
АзССР	1941	02	1908	3	0	1
АзССР	1941	02	1909	4	0	1
АзССР	1941	02	1910	5	0	1
АзССР	1941	02	1911	4	1	1
АзССР	1941	02	1912	7	2	1
АзССР	1941	02	1913	5	0	1
АзССР	1941	02	1914	10	0	1
АзССР	1941	02	1915	6	0	0
АзССР	1941	02	1916	4	0	1
АзССР	1941	02	1917	3	0	0
АзССР	1941	02	1918	6	0	0
АзССР	1941	02	1919	2	0	0
АзССР	1941	02	1920	11	2	0
АзССР	1941	02	1921	19	1	1
АзССР	1941	02	1922	29	0	1
АзССР	1941	02	1923	23	0	1
АзССР	1941	02	1924	7	0	0
АзССР	1941	03		16	0	1
АзССР	1941	03	1900	6	1	0
АзССР	1941	03	1901	5	0	0
АзССР	1941	03	1902	3	0	0
АзССР	1941	03	1903	4	0	0
АзССР	1941	03	1904	6	0	1
АзССР	1941	03	1905	2	0	0
АзССР	1941	03	1907	4	0	1
АзССР	1941	03	1908	5	0	1
АзССР	1941	03	1909	4	0	1
АзССР	1941	03	1910	9	0	1
АзССР	1941	03	1911	4	1	1
АзССР	1941	03	1912	5	0	1
АзССР	1941	03	1913	2	0	1
АзССР	1941	03	1914	4	0	1
АзССР	1941	03	1915	4	0	1
АзССР	1941	03	1916	6	0	1
АзССР	1941	03	1917	5	0	0
АзССР	1941	03	1918	1	1	1
АзССР	1941	03	1919	4	0	0
АзССР	1941	03	1920	9	0	0
АзССР	1941	03	1921	14	2	3
АзССР	1941	03	1922	18	0	1
АзССР	1941	03	1923	33	0	2
АзССР	1941	03	1924	10	0	0
АзССР	1941	03	1906	1	1	1
АзССР	1941	04		12	0	1
АзССР	1941	04	1900	2	0	0
АзССР	1941	04	1901	2	0	0
АзССР	1941	04	1902	3	0	0
АзССР	1941	04	1903	3	0	1
АзССР	1941	04	1904	4	0	1
АзССР	1941	04	1905	6	0	1
АзССР	1941	04	1906	3	0	1
АзССР	1941	04	1907	10	1	2
АзССР	1941	04	1908	3	0	1
АзССР	1941	04	1909	4	0	2
АзССР	1941	04	1910	6	0	2
АзССР	1941	04	1911	6	0	2
АзССР	1941	04	1912	5	0	3
АзССР	1941	04	1913	6	0	2
АзССР	1941	04	1914	12	0	2
АзССР	1941	04	1915	10	0	3
АзССР	1941	04	1916	9	1	2
АзССР	1941	04	1917	6	0	2
АзССР	1941	04	1918	3	0	2
АзССР	1941	04	1919	8	1	2
АзССР	1941	04	1920	32	3	3
АзССР	1941	04	1921	30	1	8
АзССР	1941	04	1922	13	1	2
АзССР	1941	04	1923	9	0	1
АзССР	1941	04	1924	7	0	0
АзССР	1941	05		9	0	1
АзССР	1941	05	1900	4	2	0
АзССР	1941	05	1904	4	0	1
АзССР	1941	05	1905	4	0	1
АзССР	1941	05	1906	6	0	1
АзССР	1941	05	1907	5	1	1
АзССР	1941	05	1908	11	1	2
АзССР	1941	05	1909	9	0	2
АзССР	1941	05	1910	20	1	3
АзССР	1941	05	1911	14	0	3
АзССР	1941	05	1912	15	0	4
АзССР	1941	05	1913	19	2	3
АзССР	1941	05	1914	10	0	3
АзССР	1941	05	1915	11	1	2
АзССР	1941	05	1916	9	0	3
АзССР	1941	05	1917	9	0	2
АзССР	1941	05	1918	16	0	2
АзССР	1941	05	1919	12	1	2
АзССР	1941	05	1920	30	2	4
АзССР	1941	05	1921	30	2	6
АзССР	1941	05	1922	35	4	5
АзССР	1941	05	1923	12	0	1
АзССР	1941	05	1924	7	1	0
АзССР	1941	05	1901	2	1	0
АзССР	1941	05	1902	3	0	0
АзССР	1941	05	1903	2	0	1
АзССР	1941	05	1925	2	0	0
АзССР	1941	06		188	3	14
АзССР	1941	06	1900	80	3	4
АзССР	1941	06	1901	78	3	4
АзССР	1941	06	1902	77	4	4
АзССР	1941	06	1903	68	2	5
АзССР	1941	06	1904	101	2	6
